"","Date","Home","Away","HomeGoals","AwayGoals"
"2565",2017-12-13,"Groningen","PSV Eindhoven",3,3
"2566",2017-12-13,"VVV-Venlo","Utrecht",0,1
"2567",2017-12-13,"Feyenoord","Heerenveen",1,1
"2568",2017-12-13,"ADO Den Haag","Roda JC",3,2
"2569",2017-12-14,"Heracles Almelo","Sparta R'dam",3,2
"2570",2017-12-14,"Ajax","Excelsior",3,1
"2571",2017-12-16,"Willem II","Zwolle",2,3
"2572",2017-12-16,"Heerenveen","NAC Breda",1,0
"2573",2017-12-16,"PSV Eindhoven","ADO Den Haag",3,0
"2574",2017-12-16,"Roda JC","VVV-Venlo",0,1
"2575",2017-12-16,"Twente","Vitesse",1,1
"2576",2017-12-17,"Sparta R'dam","Feyenoord",0,7
"2577",2017-12-17,"Utrecht","Heracles Almelo",1,1
"2578",2017-12-17,"AZ Alkmaar","Ajax",1,2
"2579",2017-12-17,"Excelsior","Groningen",2,0
"2580",2017-12-22,"ADO Den Haag","Zwolle",4,0
"2581",2017-12-23,"NAC Breda","Utrecht",3,1
"2582",2017-12-23,"PSV Eindhoven","Vitesse",2,1
"2583",2017-12-23,"AZ Alkmaar","Heerenveen",3,1
"2584",2017-12-23,"Excelsior","Twente",0,0
"2585",2017-12-24,"Groningen","Sparta R'dam",4,0
"2586",2017-12-24,"VVV-Venlo","Heracles Almelo",3,1
"2587",2017-12-24,"Ajax","Willem II",3,1
"2588",2017-12-24,"Feyenoord","Roda JC",5,1
"2589",2018-01-19,"Utrecht","AZ Alkmaar",1,1
"2590",2018-01-20,"Roda JC","Twente",1,1
"2591",2018-01-20,"ADO Den Haag","VVV-Venlo",1,1
"2592",2018-01-20,"Zwolle","NAC Breda",1,0
"2593",2018-01-20,"Vitesse","Heerenveen",1,1
"2594",2018-01-21,"Sparta R'dam","Excelsior",2,3
"2595",2018-01-21,"Willem II","Groningen",1,1
"2596",2018-01-21,"Ajax","Feyenoord",2,0
"2597",2018-01-21,"Heracles Almelo","PSV Eindhoven",1,2
"2598",2017-08-18,"Roda JC","Vitesse",1,3
"2599",2017-08-19,"Twente","VVV-Venlo",1,2
"2600",2017-08-19,"AZ Alkmaar","ADO Den Haag",2,0
"2601",2017-08-19,"Heerenveen","Heracles Almelo",1,1
"2602",2017-08-20,"Excelsior","Feyenoord",0,1
"2603",2017-08-20,"Utrecht","Willem II",2,0
"2604",2017-08-20,"Ajax","Groningen",3,1
"2605",2017-08-20,"Sparta R'dam","Zwolle",1,1
"2606",2017-08-20,"NAC Breda","PSV Eindhoven",1,4
"2607",2018-01-26,"Heerenveen","Sparta R'dam",2,1
"2608",2018-01-27,"Groningen","Heracles Almelo",3,3
"2609",2018-01-27,"Twente","PSV Eindhoven",0,2
"2610",2018-01-27,"Zwolle","Vitesse",1,2
"2611",2018-01-27,"NAC Breda","VVV-Venlo",0,1
"2612",2018-01-28,"Utrecht","Ajax",0,0
"2613",2018-01-28,"Feyenoord","ADO Den Haag",3,1
"2614",2018-01-28,"Roda JC","Excelsior",2,1
"2615",2018-01-28,"Willem II","AZ Alkmaar",0,2
"2616",2018-02-02,"Vitesse","Groningen",2,0
"2617",2018-02-03,"Heerenveen","Twente",1,0
"2618",2018-02-03,"PSV Eindhoven","Zwolle",4,0
"2619",2018-02-03,"Heracles Almelo","ADO Den Haag",1,1
"2620",2018-02-04,"Excelsior","Utrecht",2,2
"2621",2018-02-04,"VVV-Venlo","Feyenoord",1,0
"2622",2018-02-04,"AZ Alkmaar","Roda JC",2,2
"2623",2018-02-04,"Sparta R'dam","Willem II",1,0
"2624",2018-02-04,"Ajax","NAC Breda",3,1
"2625",2018-02-06,"Zwolle","Heerenveen",3,2
"2626",2018-02-07,"PSV Eindhoven","Excelsior",1,0
"2627",2018-02-07,"Twente","AZ Alkmaar",0,4
"2628",2018-02-07,"Utrecht","Sparta R'dam",1,0
"2629",2018-02-07,"NAC Breda","Heracles Almelo",6,1
"2630",2018-02-07,"Willem II","VVV-Venlo",3,0
"2631",2018-02-07,"Roda JC","Ajax",2,4
"2632",2018-02-08,"ADO Den Haag","Vitesse",1,0
"2633",2018-02-08,"Feyenoord","Groningen",3,0
"2634",2018-02-10,"Utrecht","Zwolle",2,1
"2635",2018-02-10,"Heracles Almelo","Willem II",1,0
"2636",2018-02-10,"Sparta R'dam","PSV Eindhoven",1,2
"2637",2018-02-10,"Heerenveen","Roda JC",1,1
"2638",2018-02-10,"AZ Alkmaar","VVV-Venlo",0,0
"2639",2018-02-11,"Ajax","Twente",2,1
"2640",2018-02-11,"Vitesse","Feyenoord",3,1
"2641",2018-02-11,"Excelsior","NAC Breda",0,0
"2642",2018-02-11,"Groningen","ADO Den Haag",0,0
"2643",2018-02-16,"VVV-Venlo","Groningen",1,1
"2644",2018-02-17,"Vitesse","Excelsior",1,2
"2645",2018-02-17,"NAC Breda","AZ Alkmaar",1,3
"2646",2018-02-17,"PSV Eindhoven","Heerenveen",2,2
"2647",2018-02-17,"ADO Den Haag","Willem II",2,1
"2648",2018-02-18,"Roda JC","Utrecht",1,4
"2649",2018-02-18,"Feyenoord","Heracles Almelo",1,0
"2650",2018-02-18,"Twente","Sparta R'dam",1,1
"2651",2018-02-18,"Zwolle","Ajax",0,1
"2652",2018-02-23,"Groningen","NAC Breda",1,1
"2653",2018-02-24,"AZ Alkmaar","Sparta R'dam",2,1
"2654",2018-02-24,"Heracles Almelo","Zwolle",2,1
"2655",2018-02-24,"Heerenveen","Excelsior",0,1
"2656",2018-02-24,"VVV-Venlo","Vitesse",2,2
"2657",2018-02-25,"Ajax","ADO Den Haag",0,0
"2658",2018-02-25,"Feyenoord","PSV Eindhoven",1,3
"2659",2018-02-25,"Willem II","Roda JC",1,0
"2660",2018-02-25,"Utrecht","Twente",3,1
"2661",2018-03-02,"Roda JC","Heracles Almelo",0,3
"2662",2018-03-03,"PSV Eindhoven","Utrecht",3,0
"2663",2018-03-03,"Excelsior","AZ Alkmaar",1,2
"2664",2018-03-03,"NAC Breda","Feyenoord",2,1
"2665",2018-03-03,"Heerenveen","Willem II",2,0
"2666",2018-03-04,"Zwolle","VVV-Venlo",1,1
"2667",2018-03-04,"Vitesse","Ajax",3,2
"2668",2018-03-04,"Sparta R'dam","ADO Den Haag",2,1
"2669",2018-03-04,"Twente","Groningen",1,1
"2670",2018-03-09,"Heracles Almelo","Twente",2,1
"2671",2018-03-10,"ADO Den Haag","NAC Breda",0,2
"2672",2018-03-10,"Willem II","PSV Eindhoven",5,0
"2673",2018-03-10,"VVV-Venlo","Excelsior",2,3
"2674",2018-03-10,"Roda JC","Sparta R'dam",0,2
"2675",2018-03-11,"Groningen","Zwolle",2,0
"2676",2018-03-11,"Utrecht","Vitesse",5,1
"2677",2018-03-11,"Ajax","Heerenveen",4,1
"2678",2018-03-11,"Feyenoord","AZ Alkmaar",2,1
"2679",2018-03-16,"Excelsior","ADO Den Haag",1,2
"2680",2018-03-17,"Twente","Willem II",2,2
"2681",2018-03-17,"PSV Eindhoven","VVV-Venlo",3,0
"2682",2018-03-17,"Vitesse","Heracles Almelo",0,0
"2683",2018-03-17,"Heerenveen","Utrecht",2,2
"2684",2018-03-18,"AZ Alkmaar","Groningen",3,2
"2685",2018-03-18,"NAC Breda","Roda JC",0,1
"2686",2018-03-18,"Sparta R'dam","Ajax",2,5
"2687",2018-03-18,"Zwolle","Feyenoord",3,4
"2688",2018-03-31,"Zwolle","Sparta R'dam",2,0
"2689",2018-03-31,"Vitesse","Roda JC",0,3
"2690",2018-03-31,"PSV Eindhoven","NAC Breda",5,1
"2691",2018-03-31,"ADO Den Haag","AZ Alkmaar",0,3
"2692",2018-03-31,"Willem II","Utrecht",3,2
"2693",2018-04-01,"VVV-Venlo","Twente",0,0
"2694",2018-04-01,"Heracles Almelo","Heerenveen",1,2
"2695",2018-04-01,"Groningen","Ajax",1,2
"2696",2018-04-01,"Feyenoord","Excelsior",5,0
"2697",2017-08-25,"NAC Breda","Sparta R'dam",2,2
"2698",2017-08-26,"Vitesse","AZ Alkmaar",1,2
"2699",2017-08-26,"ADO Den Haag","Heerenveen",1,2
"2700",2017-08-26,"Zwolle","Twente",2,0
"2701",2017-08-26,"Heracles Almelo","Excelsior",2,2
"2702",2017-08-27,"Feyenoord","Willem II",5,0
"2703",2017-08-27,"VVV-Venlo","Ajax",0,2
"2704",2017-08-27,"Groningen","Utrecht",2,1
"2705",2017-08-27,"PSV Eindhoven","Roda JC",2,0
"2706",2018-04-06,"Excelsior","Willem II",2,1
"2707",2018-04-07,"NAC Breda","Vitesse",1,0
"2708",2018-04-07,"Roda JC","Zwolle",3,2
"2709",2018-04-07,"AZ Alkmaar","PSV Eindhoven",2,3
"2710",2018-04-07,"Sparta R'dam","VVV-Venlo",3,2
"2711",2018-04-08,"Utrecht","ADO Den Haag",3,3
"2712",2018-04-08,"Twente","Feyenoord",1,3
"2713",2018-04-08,"Heerenveen","Groningen",1,1
"2714",2018-04-08,"Ajax","Heracles Almelo",1,0
"2715",2018-04-13,"Heracles Almelo","AZ Alkmaar",0,3
"2716",2018-04-14,"ADO Den Haag","Twente",2,1
"2717",2018-04-14,"Vitesse","Sparta R'dam",7,0
"2718",2018-04-14,"VVV-Venlo","Heerenveen",0,2
"2719",2018-04-14,"Zwolle","Excelsior",1,1
"2720",2018-04-15,"NAC Breda","Willem II",1,2
"2721",2018-04-15,"Feyenoord","Utrecht",3,1
"2722",2018-04-15,"Groningen","Roda JC",2,1
"2723",2018-04-15,"PSV Eindhoven","Ajax",3,0
"2724",2018-04-17,"Twente","Zwolle",2,0
"2725",2018-04-17,"Heerenveen","ADO Den Haag",2,0
"2726",2018-04-18,"Roda JC","PSV Eindhoven",2,2
"2727",2018-04-18,"AZ Alkmaar","Vitesse",4,3
"2728",2018-04-18,"Excelsior","Heracles Almelo",2,2
"2729",2018-04-18,"Willem II","Feyenoord",1,5
"2730",2018-04-18,"Sparta R'dam","NAC Breda",2,1
"2731",2018-04-19,"Utrecht","Groningen",1,1
"2732",2018-04-19,"Ajax","VVV-Venlo",4,1
"2733",2018-04-29,"Ajax","AZ Alkmaar",3,0
"2734",2018-04-29,"VVV-Venlo","Roda JC",1,4
"2735",2018-04-29,"Heracles Almelo","Utrecht",2,2
"2736",2018-04-29,"NAC Breda","Heerenveen",3,0
"2737",2018-04-29,"ADO Den Haag","PSV Eindhoven",3,3
"2738",2018-04-29,"Groningen","Excelsior",4,0
"2739",2018-04-29,"Feyenoord","Sparta R'dam",3,1
"2740",2018-04-29,"Vitesse","Twente",5,0
"2741",2018-04-29,"Zwolle","Willem II",0,1
"2742",2018-05-06,"Heerenveen","Feyenoord",2,3
"2743",2018-05-06,"AZ Alkmaar","Zwolle",6,0
"2744",2018-05-06,"Sparta R'dam","Heracles Almelo",2,5
"2745",2018-05-06,"Willem II","Vitesse",2,2
"2746",2018-05-06,"Twente","NAC Breda",1,1
"2747",2018-05-06,"PSV Eindhoven","Groningen",0,0
"2748",2018-05-06,"Utrecht","VVV-Venlo",1,0
"2749",2018-05-06,"Roda JC","ADO Den Haag",2,3
"2750",2018-05-06,"Excelsior","Ajax",1,2
"2751",2017-09-09,"Heracles Almelo","Feyenoord",2,4
"2752",2017-09-09,"Willem II","ADO Den Haag",1,2
"2753",2017-09-09,"Excelsior","Vitesse",0,3
"2754",2017-09-09,"Ajax","Zwolle",3,0
"2755",2017-09-10,"Heerenveen","PSV Eindhoven",2,0
"2756",2017-09-10,"AZ Alkmaar","NAC Breda",2,1
"2757",2017-09-10,"Utrecht","Roda JC",2,0
"2758",2017-09-10,"Sparta R'dam","Twente",1,0
"2759",2017-09-10,"Groningen","VVV-Venlo",1,1
"2760",2017-09-15,"Sparta R'dam","AZ Alkmaar",0,2
"2761",2017-09-16,"Excelsior","Heerenveen",1,2
"2762",2017-09-16,"NAC Breda","Groningen",2,1
"2763",2017-09-16,"Roda JC","Willem II",1,3
"2764",2017-09-16,"Zwolle","Heracles Almelo",2,1
"2765",2017-09-17,"ADO Den Haag","Ajax",1,1
"2766",2017-09-17,"Twente","Utrecht",4,0
"2767",2017-09-17,"Vitesse","VVV-Venlo",1,1
"2768",2017-09-17,"PSV Eindhoven","Feyenoord",1,0
"2769",2017-09-23,"Willem II","Heerenveen",1,2
"2770",2017-09-23,"Heracles Almelo","Roda JC",2,1
"2771",2017-09-23,"Feyenoord","NAC Breda",0,2
"2772",2017-09-23,"ADO Den Haag","Sparta R'dam",1,0
"2773",2017-09-24,"Utrecht","PSV Eindhoven",1,7
"2774",2017-09-24,"Groningen","Twente",1,0
"2775",2017-09-24,"Ajax","Vitesse",1,2
"2776",2017-09-24,"VVV-Venlo","Zwolle",1,1
"2777",2017-09-24,"AZ Alkmaar","Excelsior",0,2
"2778",2017-09-29,"Twente","Heracles Almelo",2,1
"2779",2017-09-30,"NAC Breda","ADO Den Haag",0,1
"2780",2017-09-30,"PSV Eindhoven","Willem II",4,0
"2781",2017-09-30,"Zwolle","Groningen",3,2
"2782",2017-09-30,"Excelsior","VVV-Venlo",0,2
"2783",2017-10-01,"AZ Alkmaar","Feyenoord",0,4
"2784",2017-10-01,"Heerenveen","Ajax",0,4
"2785",2017-10-01,"Vitesse","Utrecht",1,1
"2786",2017-10-01,"Sparta R'dam","Roda JC",1,2
"2787",2017-10-14,"Ajax","Sparta R'dam",4,0
"2788",2017-10-14,"Roda JC","NAC Breda",1,0
"2789",2017-10-14,"Utrecht","Heerenveen",3,1
"2790",2017-10-14,"Feyenoord","Zwolle",0,0
"2791",2017-10-15,"Heracles Almelo","Vitesse",1,1
"2792",2017-10-15,"Groningen","AZ Alkmaar",1,1
"2793",2017-10-15,"VVV-Venlo","PSV Eindhoven",2,5
"2794",2017-10-15,"Willem II","Twente",3,1
"2795",2017-10-15,"ADO Den Haag","Excelsior",1,2
"2796",2017-10-20,"Groningen","Willem II",0,1
"2797",2017-10-21,"NAC Breda","Zwolle",0,2
"2798",2017-10-21,"VVV-Venlo","ADO Den Haag",0,2
"2799",2017-10-21,"Excelsior","Sparta R'dam",1,1
"2800",2017-10-21,"Twente","Roda JC",3,0
"2801",2017-10-22,"PSV Eindhoven","Heracles Almelo",3,0
"2802",2017-10-22,"AZ Alkmaar","Utrecht",3,0
"2803",2017-10-22,"Feyenoord","Ajax",1,4
"2804",2017-10-22,"Heerenveen","Vitesse",0,4
"2805",2018-05-01,"MVV Maastricht","Almere City",1,3
"2806",2018-05-01,"Dordrecht","Cambuur",1,4
"2807",2018-05-05,"Almere City","MVV Maastricht",3,2
"2808",2018-05-05,"Cambuur","Dordrecht",1,1
"2809",2018-05-09,"ADO Den Haag","Vitesse",2,5
"2810",2018-05-09,"Heerenveen","Utrecht",4,3
"2811",2018-05-10,"Telstar","De Graafschap",3,2
"2812",2018-05-10,"Emmen","NEC Nijmegen",4,0
"2813",2018-05-10,"Dordrecht","Sparta R'dam",1,2
"2814",2018-05-10,"Almere City","Roda JC",0,0
"2815",2018-05-12,"Vitesse","ADO Den Haag",2,1
"2816",2018-05-12,"Utrecht","Heerenveen",2,1
"2817",2018-05-13,"De Graafschap","Telstar",4,2
"2818",2018-05-13,"NEC Nijmegen","Emmen",4,1
"2819",2018-05-13,"Sparta R'dam","Dordrecht",2,2
"2820",2018-05-13,"Roda JC","Almere City",1,2
"2821",2018-05-15,"Vitesse","Utrecht",3,2
"2822",2018-05-17,"Emmen","Sparta R'dam",0,0
"2823",2018-05-17,"Almere City","De Graafschap",1,1
"2824",2018-05-19,"Utrecht","Vitesse",1,2
"2825",2018-05-20,"Sparta R'dam","Emmen",1,3
"2826",2018-05-20,"De Graafschap","Almere City",2,1
"2827",2018-08-10,"Zwolle","Heerenveen",2,3
"2828",2018-08-11,"Ajax","Heracles Almelo",1,1
"2829",2018-08-11,"Willem II","VVV-Venlo",0,1
"2830",2018-08-11,"Excelsior","Fortuna Sittard",1,1
"2831",2018-08-11,"PSV Eindhoven","Utrecht",4,0
"2832",2018-08-12,"ADO Den Haag","Emmen",1,2
"2833",2018-08-12,"Vitesse","Groningen",5,1
"2834",2018-08-12,"De Graafschap","Feyenoord",2,0
"2835",2018-08-12,"AZ Alkmaar","NAC Breda",5,0
"2836",2018-10-26,"Emmen","VVV-Venlo",1,1
"2837",2018-10-27,"ADO Den Haag","NAC Breda",1,1
"2838",2018-10-27,"De Graafschap","Excelsior",4,1
"2839",2018-10-27,"Groningen","PSV Eindhoven",1,2
"2840",2018-10-27,"Zwolle","Heracles Almelo",1,1
"2841",2018-10-28,"Vitesse","Fortuna Sittard",2,1
"2842",2018-10-28,"Willem II","Utrecht",0,1
"2843",2018-10-28,"Ajax","Feyenoord",3,0
"2844",2018-10-28,"AZ Alkmaar","Heerenveen",2,3
"2845",2018-11-02,"Excelsior","Groningen",2,4
"2846",2018-11-03,"PSV Eindhoven","Vitesse",1,0
"2847",2018-11-03,"NAC Breda","Heracles Almelo",2,1
"2848",2018-11-03,"AZ Alkmaar","De Graafschap",1,0
"2849",2018-11-03,"Ajax","Willem II",2,0
"2850",2018-11-04,"Heerenveen","Emmen",1,1
"2851",2018-11-04,"Fortuna Sittard","Zwolle",3,0
"2852",2018-11-04,"Utrecht","ADO Den Haag",3,0
"2853",2018-12-06,"Feyenoord","VVV-Venlo",4,1
"2854",2018-11-09,"Zwolle","Willem II",2,3
"2855",2018-11-10,"Emmen","NAC Breda",2,0
"2856",2018-11-10,"De Graafschap","PSV Eindhoven",1,4
"2857",2018-11-10,"Vitesse","Utrecht",2,1
"2858",2018-11-10,"VVV-Venlo","Fortuna Sittard",3,2
"2859",2018-11-11,"Groningen","Heerenveen",2,0
"2860",2018-11-11,"Excelsior","Ajax",1,7
"2861",2018-11-11,"ADO Den Haag","AZ Alkmaar",0,1
"2862",2018-11-11,"Heracles Almelo","Feyenoord",0,2
"2863",2018-11-24,"Zwolle","ADO Den Haag",2,3
"2864",2018-11-24,"NAC Breda","Ajax",0,3
"2865",2018-11-24,"Fortuna Sittard","Heracles Almelo",3,0
"2866",2018-11-24,"PSV Eindhoven","Heerenveen",3,0
"2867",2018-11-25,"Emmen","Excelsior",1,2
"2868",2018-11-25,"Feyenoord","Groningen",1,0
"2869",2018-11-25,"Utrecht","De Graafschap",5,0
"2870",2018-11-25,"Willem II","Vitesse",1,3
"2871",2018-11-25,"VVV-Venlo","AZ Alkmaar",2,2
"2872",2018-11-30,"Excelsior","Utrecht",3,3
"2873",2018-12-01,"Vitesse","Emmen",1,1
"2874",2018-12-01,"De Graafschap","Zwolle",0,2
"2875",2018-12-01,"AZ Alkmaar","Willem II",0,2
"2876",2018-12-01,"Heerenveen","Fortuna Sittard",3,1
"2877",2018-12-02,"Ajax","ADO Den Haag",5,1
"2878",2018-12-02,"Feyenoord","PSV Eindhoven",2,1
"2879",2018-12-02,"Heracles Almelo","VVV-Venlo",4,1
"2880",2018-12-02,"Groningen","NAC Breda",5,2
"2881",2018-12-07,"Fortuna Sittard","AZ Alkmaar",0,3
"2882",2018-12-07,"PSV Eindhoven","Excelsior",6,0
"2883",2018-12-08,"Willem II","Heerenveen",1,5
"2884",2018-12-08,"Zwolle","Ajax",1,4
"2885",2018-12-08,"ADO Den Haag","De Graafschap",0,0
"2886",2018-12-09,"Utrecht","Heracles Almelo",3,1
"2887",2018-12-09,"Emmen","Feyenoord",1,4
"2888",2018-12-09,"VVV-Venlo","Groningen",0,0
"2889",2018-12-09,"NAC Breda","Vitesse",2,1
"2890",2018-12-14,"Willem II","ADO Den Haag",0,3
"2891",2018-12-15,"Zwolle","NAC Breda",0,0
"2892",2018-12-15,"Heracles Almelo","PSV Eindhoven",0,4
"2893",2018-12-15,"AZ Alkmaar","Excelsior",2,1
"2894",2018-12-15,"Vitesse","VVV-Venlo",2,1
"2895",2018-12-16,"Heerenveen","Utrecht",2,3
"2896",2018-12-16,"Ajax","De Graafschap",8,0
"2897",2018-12-16,"Groningen","Emmen",1,2
"2898",2018-12-16,"Feyenoord","Fortuna Sittard",0,2
"2899",2018-12-21,"VVV-Venlo","Zwolle",2,0
"2900",2018-12-22,"Fortuna Sittard","Groningen",0,0
"2901",2018-12-22,"PSV Eindhoven","AZ Alkmaar",3,1
"2902",2018-12-22,"NAC Breda","Heerenveen",4,2
"2903",2018-12-22,"Excelsior","Heracles Almelo",0,3
"2904",2018-12-23,"Utrecht","Ajax",1,3
"2905",2018-12-23,"De Graafschap","Vitesse",2,2
"2906",2018-12-23,"ADO Den Haag","Feyenoord",2,2
"2907",2018-12-23,"Emmen","Willem II",0,2
"2908",2019-01-18,"Vitesse","Excelsior",3,2
"2909",2019-01-19,"AZ Alkmaar","Utrecht",3,0
"2910",2019-01-19,"Zwolle","Feyenoord",3,1
"2911",2019-01-19,"ADO Den Haag","VVV-Venlo",2,4
"2912",2019-01-19,"Groningen","Heracles Almelo",3,0
"2913",2019-01-20,"Willem II","NAC Breda",2,0
"2914",2019-01-20,"Emmen","PSV Eindhoven",2,2
"2915",2019-01-20,"De Graafschap","Fortuna Sittard",5,1
"2916",2019-01-20,"Ajax","Heerenveen",4,4
"2917",2019-01-25,"NAC Breda","ADO Den Haag",1,1
"2918",2019-01-26,"Heracles Almelo","Zwolle",0,2
"2919",2019-01-26,"PSV Eindhoven","Groningen",2,1
"2920",2019-01-26,"Excelsior","De Graafschap",2,0
"2921",2019-01-26,"VVV-Venlo","Emmen",2,3
"2922",2019-01-27,"Fortuna Sittard","Vitesse",2,1
"2923",2019-01-27,"Feyenoord","Ajax",6,2
"2924",2019-01-27,"Utrecht","Willem II",0,1
"2925",2019-01-27,"Heerenveen","AZ Alkmaar",0,2
"2926",2018-08-17,"Groningen","Willem II",0,1
"2927",2018-08-18,"VVV-Venlo","Ajax",0,1
"2928",2018-08-18,"NAC Breda","De Graafschap",3,0
"2929",2018-08-18,"Heracles Almelo","ADO Den Haag",4,2
"2930",2018-08-18,"Fortuna Sittard","PSV Eindhoven",1,2
"2931",2018-08-19,"Utrecht","Zwolle",2,0
"2932",2018-08-19,"Emmen","AZ Alkmaar",1,4
"2933",2018-08-19,"Feyenoord","Excelsior",3,0
"2934",2018-08-19,"Heerenveen","Vitesse",1,1
"2935",2019-02-01,"De Graafschap","NAC Breda",3,0
"2936",2019-02-02,"Vitesse","Heerenveen",2,2
"2937",2019-02-02,"Willem II","Groningen",1,2
"2938",2019-02-02,"Ajax","VVV-Venlo",6,0
"2939",2019-02-02,"AZ Alkmaar","Emmen",5,0
"2940",2019-02-03,"Excelsior","Feyenoord",2,1
"2941",2019-02-03,"PSV Eindhoven","Fortuna Sittard",5,0
"2942",2019-02-03,"Zwolle","Utrecht",4,3
"2943",2019-02-03,"ADO Den Haag","Heracles Almelo",2,0
"2944",2019-02-08,"NAC Breda","AZ Alkmaar",0,3
"2945",2019-02-09,"Heracles Almelo","Ajax",1,0
"2946",2019-02-09,"Heerenveen","Zwolle",1,1
"2947",2019-02-09,"VVV-Venlo","Willem II",2,1
"2948",2019-02-09,"Feyenoord","De Graafschap",4,0
"2949",2019-02-10,"Fortuna Sittard","Excelsior",4,1
"2950",2019-02-10,"Groningen","Vitesse",2,1
"2951",2019-02-10,"Emmen","ADO Den Haag",3,2
"2952",2019-02-10,"Utrecht","PSV Eindhoven",2,2
"2953",2019-02-15,"ADO Den Haag","Zwolle",1,0
"2954",2019-02-16,"AZ Alkmaar","VVV-Venlo",3,0
"2955",2019-02-16,"Heracles Almelo","Fortuna Sittard",6,0
"2956",2019-02-16,"Heerenveen","PSV Eindhoven",2,2
"2957",2019-02-16,"Vitesse","Willem II",3,2
"2958",2019-02-17,"Ajax","NAC Breda",5,0
"2959",2019-02-17,"Excelsior","Emmen",2,1
"2960",2019-02-17,"Groningen","Feyenoord",1,0
"2961",2019-02-17,"De Graafschap","Utrecht",0,1
"2962",2019-02-22,"VVV-Venlo","Heracles Almelo",0,1
"2963",2019-02-23,"Utrecht","Excelsior",0,0
"2964",2019-02-23,"Fortuna Sittard","Heerenveen",2,4
"2965",2019-02-23,"Zwolle","De Graafschap",0,3
"2966",2019-02-23,"NAC Breda","Groningen",0,0
"2967",2019-02-24,"ADO Den Haag","Ajax",1,5
"2968",2019-02-24,"Emmen","Vitesse",0,3
"2969",2019-02-24,"PSV Eindhoven","Feyenoord",1,1
"2970",2019-02-24,"Willem II","AZ Alkmaar",2,1
"2971",2019-03-01,"De Graafschap","ADO Den Haag",1,1
"2972",2019-03-02,"Heracles Almelo","Utrecht",1,5
"2973",2019-03-02,"Excelsior","PSV Eindhoven",0,2
"2974",2019-03-02,"Vitesse","NAC Breda",4,1
"2975",2019-03-03,"Groningen","VVV-Venlo",3,2
"2976",2019-03-03,"Heerenveen","Willem II",4,2
"2977",2019-03-03,"AZ Alkmaar","Fortuna Sittard",4,2
"2978",2019-03-03,"Feyenoord","Emmen",4,0
"2979",2019-03-13,"Ajax","Zwolle",2,1
"2980",2019-03-08,"Utrecht","Groningen",0,0
"2981",2019-03-09,"VVV-Venlo","Excelsior",1,0
"2982",2019-03-09,"PSV Eindhoven","NAC Breda",2,0
"2983",2019-03-09,"ADO Den Haag","Heerenveen",2,3
"2984",2019-03-09,"Willem II","De Graafschap",3,2
"2985",2019-03-10,"Zwolle","AZ Alkmaar",0,0
"2986",2019-03-10,"Emmen","Heracles Almelo",1,1
"2987",2019-03-10,"Vitesse","Feyenoord",1,1
"2988",2019-03-10,"Ajax","Fortuna Sittard",4,0
"2989",2019-03-15,"Fortuna Sittard","Emmen",3,1
"2990",2019-03-16,"Heerenveen","De Graafschap",0,3
"2991",2019-03-16,"NAC Breda","Utrecht",0,4
"2992",2019-03-16,"Feyenoord","Willem II",2,3
"2993",2019-03-16,"Heracles Almelo","Vitesse",3,2
"2994",2019-03-17,"VVV-Venlo","PSV Eindhoven",0,1
"2995",2019-03-17,"AZ Alkmaar","Ajax",1,0
"2996",2019-03-17,"Groningen","ADO Den Haag",1,0
"2997",2019-03-17,"Excelsior","Zwolle",0,2
"2998",2019-03-30,"Willem II","Fortuna Sittard",3,2
"2999",2019-03-30,"ADO Den Haag","Vitesse",3,3
"3000",2019-03-30,"De Graafschap","Heracles Almelo",1,2
"3001",2019-03-30,"AZ Alkmaar","Groningen",1,0
"3002",2019-03-30,"Heerenveen","Excelsior",1,0
"3003",2019-03-31,"NAC Breda","VVV-Venlo",1,1
"3004",2019-03-31,"Zwolle","Emmen",3,0
"3005",2019-03-31,"Utrecht","Feyenoord",3,2
"3006",2019-03-31,"Ajax","PSV Eindhoven",3,1
"3007",2019-04-02,"Vitesse","AZ Alkmaar",2,2
"3008",2019-04-02,"Heracles Almelo","Willem II",3,4
"3009",2019-04-02,"Groningen","De Graafschap",1,0
"3010",2019-04-03,"VVV-Venlo","Utrecht",2,6
"3011",2019-04-03,"Excelsior","NAC Breda",1,2
"3012",2019-04-03,"Fortuna Sittard","ADO Den Haag",0,0
"3013",2019-04-03,"Emmen","Ajax",2,5
"3014",2019-04-04,"PSV Eindhoven","Zwolle",4,0
"3015",2019-04-04,"Feyenoord","Heerenveen",3,0
"3016",2019-04-06,"ADO Den Haag","Utrecht",5,0
"3017",2019-04-06,"Willem II","Ajax",1,4
"3018",2019-04-06,"Groningen","Excelsior",1,0
"3019",2019-04-06,"Heracles Almelo","NAC Breda",1,0
"3020",2019-04-06,"De Graafschap","AZ Alkmaar",1,1
"3021",2019-04-07,"Emmen","Heerenveen",2,0
"3022",2019-04-07,"Zwolle","Fortuna Sittard",5,0
"3023",2019-04-07,"VVV-Venlo","Feyenoord",0,3
"3024",2019-04-07,"Vitesse","PSV Eindhoven",3,3
"3025",2018-08-24,"ADO Den Haag","Fortuna Sittard",3,1
"3026",2018-08-25,"De Graafschap","Groningen",0,1
"3027",2018-08-25,"Ajax","Emmen",5,0
