"","Date","Home","Away","HomeGoals","AwayGoals"
"2285",2016-10-27,"D.C. United","Montreal Impact",2,4
"2286",2016-10-30,"LA Galaxy","Colorado Rapids",1,0
"2287",2016-10-30,"Montreal Impact","NY Red Bulls",1,0
"2288",2016-10-30,"Seattle","FC Dallas",3,0
"2289",2016-10-30,"Toronto FC","NYCFC",2,0
"2290",2016-11-06,"Colorado Rapids","LA Galaxy",1,1
"2291",2016-11-06,"NY Red Bulls","Montreal Impact",1,2
"2292",2016-11-06,"NYCFC","Toronto FC",0,5
"2293",2016-11-06,"FC Dallas","Seattle",2,1
"2294",2016-11-22,"Seattle","Colorado Rapids",2,1
"2295",2016-11-22,"Montreal Impact","Toronto FC",3,2
"2296",2016-11-27,"Colorado Rapids","Seattle",0,1
"2297",2016-11-30,"Toronto FC","Montreal Impact",5,2
"2298",2016-12-10,"Toronto FC","Seattle",0,0
"2299",2017-03-03,"Portland Timbers","Minnesota Utd",5,1
"2300",2017-03-04,"LA Galaxy","FC Dallas",1,2
"2301",2017-03-04,"Columbus Crew","Chicago Fire",1,1
"2302",2017-03-04,"Real Salt Lake","Toronto FC",0,0
"2303",2017-03-04,"Colorado Rapids","New England",1,0
"2304",2017-03-04,"D.C. United","Sporting KC",0,0
"2305",2017-03-04,"San Jose","Montreal Impact",1,0
"2306",2017-03-04,"Houston Dynamo","Seattle",2,1
"2307",2017-03-05,"Orlando City","NYCFC",1,0
"2308",2017-03-05,"Vancouver","Philadelphia",0,0
"2309",2017-03-05,"Atlanta Utd","NY Red Bulls",1,2
"2310",2017-03-11,"Chicago Fire","Real Salt Lake",2,0
"2311",2017-03-11,"NY Red Bulls","Colorado Rapids",1,0
"2312",2017-03-11,"Philadelphia","Toronto FC",2,2
"2313",2017-03-11,"San Jose","Vancouver",3,2
"2314",2017-03-11,"Montreal Impact","Seattle",2,2
"2315",2017-03-11,"Houston Dynamo","Columbus Crew",3,1
"2316",2017-03-11,"Sporting KC","FC Dallas",0,0
"2317",2017-03-12,"NYCFC","D.C. United",4,0
"2318",2017-03-12,"LA Galaxy","Portland Timbers",0,1
"2319",2017-03-12,"Minnesota Utd","Atlanta Utd",1,6
"2320",2017-03-18,"Vancouver","Toronto FC",0,2
"2321",2017-03-18,"NYCFC","Montreal Impact",1,1
"2322",2017-03-18,"Atlanta Utd","Chicago Fire",4,0
"2323",2017-03-18,"D.C. United","Columbus Crew",0,2
"2324",2017-03-18,"FC Dallas","New England",2,1
"2325",2017-03-18,"Colorado Rapids","Minnesota Utd",2,2
"2326",2017-03-18,"Orlando City","Philadelphia",2,1
"2327",2017-03-18,"Portland Timbers","Houston Dynamo",4,2
"2328",2017-03-18,"Sporting KC","San Jose",2,1
"2329",2017-03-18,"Real Salt Lake","LA Galaxy",1,2
"2330",2017-03-19,"Seattle","NY Red Bulls",3,1
"2331",2017-03-25,"New England","Minnesota Utd",5,2
"2332",2017-03-25,"NY Red Bulls","Real Salt Lake",0,0
"2333",2017-03-25,"Columbus Crew","Portland Timbers",3,2
"2334",2017-03-31,"Seattle","Atlanta Utd",0,0
"2335",2017-03-31,"Toronto FC","Sporting KC",0,0
"2336",2017-04-01,"NYCFC","San Jose",2,1
"2337",2017-04-01,"Chicago Fire","Montreal Impact",2,2
"2338",2017-04-01,"Columbus Crew","Orlando City",2,0
"2339",2017-04-01,"D.C. United","Philadelphia",2,1
"2340",2017-04-01,"Vancouver","LA Galaxy",4,2
"2341",2017-04-01,"Minnesota Utd","Real Salt Lake",4,2
"2342",2017-04-01,"Houston Dynamo","NY Red Bulls",4,1
"2343",2017-04-02,"Portland Timbers","New England",1,1
"2344",2017-04-07,"LA Galaxy","Montreal Impact",2,0
"2345",2017-04-08,"Chicago Fire","Columbus Crew",1,0
"2346",2017-04-08,"New England","Houston Dynamo",2,0
"2347",2017-04-08,"D.C. United","NYCFC",2,1
"2348",2017-04-08,"Philadelphia","Portland Timbers",1,3
"2349",2017-04-08,"FC Dallas","Minnesota Utd",2,0
"2350",2017-04-08,"Toronto FC","Atlanta Utd",2,2
"2351",2017-04-08,"Real Salt Lake","Vancouver",3,0
"2352",2017-04-08,"San Jose","Seattle",1,1
"2353",2017-04-09,"Orlando City","NY Red Bulls",1,0
"2354",2017-04-09,"Sporting KC","Colorado Rapids",3,1
"2355",2017-04-14,"Philadelphia","NYCFC",0,2
"2356",2017-04-14,"Vancouver","Seattle",2,1
"2357",2017-04-14,"San Jose","FC Dallas",1,1
"2358",2017-04-15,"Montreal Impact","Atlanta Utd",2,1
"2359",2017-04-15,"Orlando City","LA Galaxy",2,1
"2360",2017-04-15,"Chicago Fire","New England",3,0
"2361",2017-04-15,"Colorado Rapids","Real Salt Lake",1,2
"2362",2017-04-15,"NY Red Bulls","D.C. United",2,0
"2363",2017-04-15,"Houston Dynamo","Minnesota Utd",2,2
"2364",2017-04-15,"Portland Timbers","Sporting KC",0,1
"2365",2017-04-15,"Columbus Crew","Toronto FC",2,1
"2366",2017-04-19,"New England","San Jose",0,0
"2367",2017-04-21,"Toronto FC","Chicago Fire",3,1
"2368",2017-04-22,"Portland Timbers","Vancouver",2,1
"2369",2017-04-22,"Philadelphia","Montreal Impact",3,3
"2370",2017-04-22,"Houston Dynamo","San Jose",2,0
"2371",2017-04-22,"FC Dallas","Sporting KC",1,0
"2372",2017-04-22,"New England","D.C. United",2,2
"2373",2017-04-22,"NY Red Bulls","Columbus Crew",2,0
"2374",2017-04-22,"Real Salt Lake","Atlanta Utd",1,3
"2375",2017-04-23,"LA Galaxy","Seattle",0,3
"2376",2017-04-23,"NYCFC","Orlando City",1,2
"2377",2017-04-23,"Minnesota Utd","Colorado Rapids",1,0
"2378",2017-04-28,"Toronto FC","Houston Dynamo",2,0
"2379",2017-04-29,"Montreal Impact","Vancouver",1,2
"2380",2017-04-29,"Orlando City","Colorado Rapids",2,0
"2381",2017-04-29,"Seattle","New England",3,3
"2382",2017-04-29,"Minnesota Utd","San Jose",0,1
"2383",2017-04-29,"FC Dallas","Portland Timbers",2,2
"2384",2017-04-29,"Columbus Crew","NYCFC",2,3
"2385",2017-04-29,"NY Red Bulls","Chicago Fire",2,1
"2386",2017-04-29,"LA Galaxy","Philadelphia",0,0
"2387",2017-04-29,"Sporting KC","Real Salt Lake",3,0
"2388",2017-04-30,"Atlanta Utd","D.C. United",1,3
"2389",2017-05-03,"Toronto FC","Orlando City",2,1
"2390",2017-05-03,"Sporting KC","NY Red Bulls",2,0
"2391",2017-05-05,"Colorado Rapids","Vancouver",0,1
"2392",2017-05-06,"Seattle","Toronto FC",0,1
"2393",2017-05-06,"D.C. United","Montreal Impact",0,1
"2394",2017-05-06,"Philadelphia","NY Red Bulls",3,0
"2395",2017-05-06,"Columbus Crew","New England",2,0
"2396",2017-05-06,"Real Salt Lake","FC Dallas",0,3
"2397",2017-05-06,"San Jose","Portland Timbers",3,0
"2398",2017-05-06,"Houston Dynamo","Orlando City",4,0
"2399",2017-05-06,"LA Galaxy","Chicago Fire",2,2
"2400",2017-05-07,"Minnesota Utd","Sporting KC",2,0
"2401",2017-05-07,"NYCFC","Atlanta Utd",3,1
"2402",2017-05-10,"Columbus Crew","Toronto FC",1,2
"2403",2017-05-12,"Houston Dynamo","Vancouver",2,1
"2404",2017-05-13,"Colorado Rapids","San Jose",3,0
"2405",2017-05-13,"Toronto FC","Minnesota Utd",3,2
"2406",2017-05-13,"Montreal Impact","Columbus Crew",2,3
"2407",2017-05-13,"D.C. United","Philadelphia",0,4
"2408",2017-05-13,"Orlando City","Sporting KC",2,2
"2409",2017-05-13,"New England","Real Salt Lake",4,0
"2410",2017-05-13,"Chicago Fire","Seattle",4,1
"2411",2017-05-14,"Portland Timbers","Atlanta Utd",1,1
"2412",2017-05-14,"NY Red Bulls","LA Galaxy",1,3
"2413",2017-05-14,"FC Dallas","NYCFC",1,1
"2414",2017-05-17,"Real Salt Lake","NYCFC",2,1
"2415",2017-05-17,"Philadelphia","Houston Dynamo",2,0
"2416",2017-05-17,"Chicago Fire","Colorado Rapids",3,0
"2417",2017-05-17,"Sporting KC","Seattle",3,0
"2418",2017-05-17,"San Jose","Orlando City",1,1
"2419",2017-05-19,"NY Red Bulls","Toronto FC",1,1
"2420",2017-05-20,"Seattle","Real Salt Lake",1,0
"2421",2017-05-20,"Montreal Impact","Portland Timbers",4,1
"2422",2017-05-20,"Vancouver","Sporting KC",2,0
"2423",2017-05-20,"D.C. United","Chicago Fire",0,1
"2424",2017-05-20,"Atlanta Utd","Houston Dynamo",4,1
"2425",2017-05-20,"Philadelphia","Colorado Rapids",2,1
"2426",2017-05-20,"FC Dallas","San Jose",0,1
"2427",2017-05-21,"New England","Columbus Crew",2,1
"2428",2017-05-21,"Minnesota Utd","LA Galaxy",1,2
"2429",2017-05-21,"Orlando City","NYCFC",0,3
"2430",2017-05-25,"Chicago Fire","FC Dallas",2,1
"2431",2017-05-26,"Toronto FC","Columbus Crew",5,0
"2432",2017-05-27,"Seattle","Portland Timbers",1,0
"2433",2017-05-27,"Vancouver","D.C. United",0,1
"2434",2017-05-27,"Colorado Rapids","Sporting KC",1,0
"2435",2017-05-27,"Real Salt Lake","Philadelphia",1,0
"2436",2017-05-27,"Minnesota Utd","Orlando City",1,0
"2437",2017-05-27,"San Jose","LA Galaxy",2,4
"2438",2017-05-27,"NY Red Bulls","New England",2,1
"2439",2017-05-28,"Atlanta Utd","NYCFC",3,1
"2440",2017-05-28,"FC Dallas","Houston Dynamo",0,0
"2441",2017-05-31,"Columbus Crew","Seattle",3,0
"2442",2017-05-31,"NYCFC","New England",2,2
"2443",2017-05-31,"Houston Dynamo","Real Salt Lake",5,1
"2444",2017-05-31,"Orlando City","D.C. United",2,0
"2445",2017-06-02,"Portland Timbers","San Jose",2,0
"2446",2017-06-03,"NYCFC","Philadelphia",2,1
"2447",2017-06-03,"Vancouver","Atlanta Utd",3,1
"2448",2017-06-03,"Sporting KC","Minnesota Utd",3,0
"2449",2017-06-03,"D.C. United","LA Galaxy",0,0
"2450",2017-06-03,"Colorado Rapids","Columbus Crew",2,1
"2451",2017-06-03,"FC Dallas","Real Salt Lake",6,2
"2452",2017-06-03,"Montreal Impact","NY Red Bulls",1,0
"2453",2017-06-03,"New England","Toronto FC",3,0
"2454",2017-06-04,"Seattle","Houston Dynamo",1,0
"2455",2017-06-04,"Orlando City","Chicago Fire",0,0
"2456",2017-06-10,"Chicago Fire","Atlanta Utd",2,0
"2457",2017-06-10,"Sporting KC","Montreal Impact",1,1
"2458",2017-06-10,"Portland Timbers","FC Dallas",2,0
"2459",2017-06-17,"NYCFC","Seattle",2,1
"2460",2017-06-17,"San Jose","Sporting KC",0,0
"2461",2017-06-17,"Atlanta Utd","Columbus Crew",3,1
"2462",2017-06-17,"Vancouver","FC Dallas",1,1
"2463",2017-06-17,"New England","Chicago Fire",1,2
"2464",2017-06-17,"Orlando City","Montreal Impact",3,3
"2465",2017-06-17,"Colorado Rapids","Portland Timbers",2,1
"2466",2017-06-17,"LA Galaxy","Houston Dynamo",2,2
"2467",2017-06-17,"Toronto FC","D.C. United",2,0
"2468",2017-06-17,"Real Salt Lake","Minnesota Utd",1,0
"2469",2017-06-18,"Philadelphia","NY Red Bulls",0,2
"2470",2017-06-21,"Minnesota Utd","Portland Timbers",3,2
"2471",2017-06-21,"Colorado Rapids","LA Galaxy",1,3
"2472",2017-06-21,"D.C. United","Atlanta Utd",2,1
"2473",2017-06-21,"Seattle","Orlando City",1,1
"2474",2017-06-23,"Houston Dynamo","FC Dallas",1,1
"2475",2017-06-23,"Toronto FC","New England",2,0
"2476",2017-06-24,"NY Red Bulls","NYCFC",0,2
"2477",2017-06-24,"Philadelphia","D.C. United",1,0
"2478",2017-06-24,"Atlanta Utd","Colorado Rapids",1,0
"2479",2017-06-24,"Minnesota Utd","Vancouver",2,2
"2480",2017-06-24,"Columbus Crew","Montreal Impact",4,1
"2481",2017-06-24,"San Jose","Real Salt Lake",2,1
"2482",2017-06-24,"Chicago Fire","Orlando City",4,0
"2483",2017-06-24,"LA Galaxy","Sporting KC",1,2
"2484",2017-06-25,"Portland Timbers","Seattle",2,2
"2485",2017-06-29,"NYCFC","Minnesota Utd",3,1
"2486",2017-06-30,"Real Salt Lake","Orlando City",0,1
"2487",2017-07-01,"FC Dallas","Toronto FC",3,1
"2488",2017-07-01,"Chicago Fire","Vancouver",4,0
"2489",2017-07-01,"Sporting KC","Portland Timbers",1,1
"2490",2017-07-01,"Montreal Impact","D.C. United",2,0
"2491",2017-07-01,"Colorado Rapids","Houston Dynamo",3,1
"2492",2017-07-01,"Columbus Crew","Atlanta Utd",0,2
"2493",2017-07-01,"San Jose","LA Galaxy",2,1
"2494",2017-07-02,"Philadelphia","New England",3,0
"2495",2017-07-04,"Minnesota Utd","Columbus Crew",0,1
"2496",2017-07-04,"Atlanta Utd","San Jose",4,2
"2497",2017-07-04,"Colorado Rapids","Seattle",1,3
"2498",2017-07-04,"FC Dallas","D.C. United",4,2
"2499",2017-07-04,"LA Galaxy","Real Salt Lake",2,6
"2500",2017-07-05,"Vancouver","NYCFC",3,2
"2501",2017-07-05,"Orlando City","Toronto FC",1,3
"2502",2017-07-05,"New England","NY Red Bulls",2,3
"2503",2017-07-05,"Houston Dynamo","Montreal Impact",3,1
"2504",2017-07-05,"Portland Timbers","Chicago Fire",2,2
"2505",2017-07-06,"Sporting KC","Philadelphia",1,1
"2506",2017-07-19,"Minnesota Utd","Houston Dynamo",0,0
"2507",2017-07-19,"NYCFC","Toronto FC",2,2
"2508",2017-07-19,"Montreal Impact","Philadelphia",2,1
"2509",2017-07-19,"NY Red Bulls","San Jose",5,1
"2510",2017-07-19,"Portland Timbers","Real Salt Lake",1,4
"2511",2017-07-19,"Seattle","D.C. United",4,3
"2512",2017-07-19,"LA Galaxy","Vancouver",0,1
"2513",2017-07-21,"Orlando City","Atlanta Utd",0,1
"2514",2017-07-22,"NYCFC","Chicago Fire",2,1
"2515",2017-07-22,"Minnesota Utd","NY Red Bulls",0,3
"2516",2017-07-22,"D.C. United","Houston Dynamo",1,3
"2517",2017-07-22,"Toronto FC","Colorado Rapids",1,1
"2518",2017-07-22,"New England","LA Galaxy",4,3
"2519",2017-07-22,"Montreal Impact","FC Dallas",1,2
"2520",2017-07-22,"Columbus Crew","Philadelphia",1,0
"2521",2017-07-22,"Real Salt Lake","Sporting KC",1,1
"2522",2017-07-23,"Vancouver","Portland Timbers",1,2
"2523",2017-07-23,"Seattle","San Jose",3,0
"2524",2017-07-26,"Philadelphia","Columbus Crew",3,0
"2525",2017-07-29,"Atlanta Utd","Orlando City",1,1
"2526",2017-07-29,"San Jose","Colorado Rapids",1,0
"2527",2017-07-29,"Real Salt Lake","Columbus Crew",2,2
"2528",2017-07-29,"Houston Dynamo","Portland Timbers",2,2
"2529",2017-07-29,"LA Galaxy","Seattle",0,0
"2530",2017-07-29,"Sporting KC","Chicago Fire",3,2
"2531",2017-07-29,"Minnesota Utd","D.C. United",4,0
"2532",2017-07-29,"FC Dallas","Vancouver",0,4
"2533",2017-07-29,"NY Red Bulls","Montreal Impact",4,0
"2534",2017-07-29,"New England","Philadelphia",3,0
"2535",2017-07-30,"Toronto FC","NYCFC",4,0
"2536",2017-08-05,"D.C. United","Toronto FC",1,1
"2537",2017-08-05,"Philadelphia","FC Dallas",3,1
"2538",2017-08-05,"Minnesota Utd","Seattle",0,4
"2539",2017-08-05,"Montreal Impact","Orlando City",2,1
"2540",2017-08-05,"San Jose","Columbus Crew",2,1
"2541",2017-08-05,"Chicago Fire","New England",4,1
"2542",2017-08-05,"Real Salt Lake","Houston Dynamo",0,0
"2543",2017-08-05,"Colorado Rapids","Vancouver",2,2
"2544",2017-08-06,"Portland Timbers","LA Galaxy",3,1
"2545",2017-08-06,"NYCFC","NY Red Bulls",3,2
"2546",2017-08-06,"Sporting KC","Atlanta Utd",1,1
"2547",2017-08-12,"Seattle","Sporting KC",1,0
"2548",2017-08-12,"Toronto FC","Portland Timbers",4,1
"2549",2017-08-12,"FC Dallas","Colorado Rapids",0,0
"2550",2017-08-12,"NY Red Bulls","Orlando City",3,1
"2551",2017-08-12,"Columbus Crew","Chicago Fire",3,1
"2552",2017-08-12,"New England","Vancouver",1,0
"2553",2017-08-12,"Philadelphia","Montreal Impact",0,3
"2554",2017-08-12,"LA Galaxy","NYCFC",0,2
"2555",2017-08-12,"Houston Dynamo","San Jose",3,0
"2556",2017-08-13,"D.C. United","Real Salt Lake",0,1
"2557",2017-08-16,"Montreal Impact","Chicago Fire",3,0
"2558",2017-08-18,"Portland Timbers","NY Red Bulls",2,0
"2559",2017-08-19,"Chicago Fire","Toronto FC",1,3
"2560",2017-08-19,"Colorado Rapids","D.C. United",0,1
"2561",2017-08-19,"Vancouver","Houston Dynamo",2,1
"2562",2017-08-19,"Orlando City","Columbus Crew",1,1
"2563",2017-08-19,"Montreal Impact","Real Salt Lake",3,1
"2564",2017-08-19,"San Jose","Philadelphia",2,2
"2565",2017-08-19,"Sporting KC","FC Dallas",2,0
"2566",2017-08-20,"NYCFC","New England",2,1
"2567",2017-08-20,"Seattle","Minnesota Utd",2,1
"2568",2017-08-23,"FC Dallas","Houston Dynamo",3,3
"2569",2017-08-23,"Vancouver","Seattle",1,1
"2570",2017-08-23,"Columbus Crew","LA Galaxy",2,0
"2571",2017-08-23,"D.C. United","Atlanta Utd",1,0
"2572",2017-08-23,"Portland Timbers","Colorado Rapids",2,1
"2573",2017-08-23,"Real Salt Lake","San Jose",4,0
"2574",2017-08-23,"Toronto FC","Philadelphia",3,0
"2575",2017-08-25,"NY Red Bulls","NYCFC",1,1
"2576",2017-08-26,"Philadelphia","Atlanta Utd",2,2
"2577",2017-08-26,"D.C. United","New England",1,0
"2578",2017-08-26,"Orlando City","Vancouver",1,2
"2579",2017-08-26,"Columbus Crew","FC Dallas",2,1
"2580",2017-08-26,"Chicago Fire","Minnesota Utd",1,2
"2581",2017-08-26,"Real Salt Lake","Colorado Rapids",4,1
"2582",2017-08-27,"LA Galaxy","San Jose",0,3
"2583",2017-08-27,"Montreal Impact","Toronto FC",1,3
"2584",2017-08-27,"Seattle","Portland Timbers",1,1
"2585",2017-09-02,"New England","Orlando City",4,0
"2586",2017-09-02,"Montreal Impact","Chicago Fire",0,1
"2587",2017-09-02,"LA Galaxy","Colorado Rapids",3,0
"2588",2017-09-02,"FC Dallas","NY Red Bulls",2,2
"2589",2017-09-06,"NYCFC","Sporting KC",1,0
"2590",2017-09-09,"Chicago Fire","NY Red Bulls",1,1
"2591",2017-09-09,"Toronto FC","San Jose",4,0
"2592",2017-09-09,"NYCFC","Portland Timbers",0,1
"2593",2017-09-09,"D.C. United","Orlando City",1,2
"2594",2017-09-09,"Minnesota Utd","Philadelphia",1,1
"2595",2017-09-09,"Vancouver","Real Salt Lake",3,2
"2596",2017-09-09,"New England","Montreal Impact",1,0
"2597",2017-09-09,"Houston Dynamo","Colorado Rapids",0,1
"2598",2017-09-10,"Columbus Crew","Sporting KC",1,1
"2599",2017-09-10,"Atlanta Utd","FC Dallas",3,0
"2600",2017-09-10,"Seattle","LA Galaxy",1,1
"2601",2017-09-13,"Atlanta Utd","New England",7,0
"2602",2017-09-13,"Vancouver","Minnesota Utd",3,0
"2603",2017-09-16,"Atlanta Utd","Orlando City",3,3
"2604",2017-09-16,"Vancouver","Columbus Crew",2,2
"2605",2017-09-16,"Colorado Rapids","NYCFC",1,1
"2606",2017-09-16,"FC Dallas","Seattle",0,0
"2607",2017-09-16,"Montreal Impact","Minnesota Utd",2,3
"2608",2017-09-16,"Real Salt Lake","Portland Timbers",2,1
"2609",2017-09-16,"Sporting KC","New England",3,1
"2610",2017-09-16,"LA Galaxy","Toronto FC",0,4
"2611",2017-09-16,"Chicago Fire","D.C. United",3,0
"2612",2017-09-16,"San Jose","Houston Dynamo",1,0
"2613",2017-09-17,"NY Red Bulls","Philadelphia",0,0
"2614",2017-09-20,"Atlanta Utd","LA Galaxy",4,0
"2615",2017-09-20,"Toronto FC","Montreal Impact",3,5
"2616",2017-09-23,"NYCFC","Houston Dynamo",1,1
"2617",2017-09-23,"New England","Toronto FC",2,1
"2618",2017-09-23,"D.C. United","San Jose",4,0
"2619",2017-09-23,"Philadelphia","Chicago Fire",3,1
"2620",2017-09-23,"Minnesota Utd","FC Dallas",4,1
"2621",2017-09-23,"Vancouver","Colorado Rapids",2,1
"2622",2017-09-23,"Columbus Crew","NY Red Bulls",3,2
"2623",2017-09-23,"Real Salt Lake","Seattle",2,0
"2624",2017-09-24,"Sporting KC","LA Galaxy",2,1
"2625",2017-09-24,"Atlanta Utd","Montreal Impact",2,0
"2626",2017-09-24,"Portland Timbers","Orlando City",3,0
"2627",2017-09-27,"Atlanta Utd","Philadelphia",3,0
"2628",2017-09-27,"FC Dallas","Colorado Rapids",2,0
"2629",2017-09-27,"Orlando City","New England",6,1
"2630",2017-09-27,"Montreal Impact","NYCFC",0,1
"2631",2017-09-27,"NY Red Bulls","D.C. United",3,3
"2632",2017-09-27,"Seattle","Vancouver",3,0
"2633",2017-09-27,"Houston Dynamo","LA Galaxy",3,3
"2634",2017-09-27,"San Jose","Chicago Fire",1,4
"2635",2017-09-30,"Orlando City","FC Dallas",0,0
"2636",2017-09-30,"Toronto FC","NY Red Bulls",4,2
"2637",2017-09-30,"Colorado Rapids","Montreal Impact",2,1
"2638",2017-09-30,"New England","Atlanta Utd",0,0
"2639",2017-09-30,"Columbus Crew","D.C. United",2,0
"2640",2017-09-30,"LA Galaxy","Real Salt Lake",1,1
"2641",2017-09-30,"San Jose","Portland Timbers",2,1
"2642",2017-09-30,"Houston Dynamo","Minnesota Utd",2,1
"2643",2017-09-30,"Chicago Fire","NYCFC",1,1
"2644",2017-09-30,"Sporting KC","Vancouver",0,1
"2645",2017-10-01,"Philadelphia","Seattle",2,0
"2646",2017-10-03,"Atlanta Utd","Minnesota Utd",2,3
"2647",2017-10-07,"NY Red Bulls","Vancouver",3,0
"2648",2017-10-07,"Colorado Rapids","FC Dallas",1,1
"2649",2017-10-07,"Minnesota Utd","Sporting KC",1,1
"2650",2017-10-11,"Houston Dynamo","Sporting KC",2,1
"2651",2017-10-15,"Chicago Fire","Philadelphia",3,2
"2652",2017-10-15,"Vancouver","San Jose",1,1
"2653",2017-10-15,"Portland Timbers","D.C. United",4,0
"2654",2017-10-15,"Seattle","FC Dallas",4,0
"2655",2017-10-15,"LA Galaxy","Minnesota Utd",3,0
"2656",2017-10-15,"Orlando City","Columbus Crew",0,1
"2657",2017-10-15,"NY Red Bulls","Atlanta Utd",0,0
"2658",2017-10-15,"New England","NYCFC",2,1
"2659",2017-10-15,"Toronto FC","Montreal Impact",1,0
"2660",2017-10-15,"Colorado Rapids","Real Salt Lake",1,0
"2661",2017-10-15,"Sporting KC","Houston Dynamo",0,0
"2662",2017-10-22,"Portland Timbers","Vancouver",2,1
"2663",2017-10-22,"San Jose","Minnesota Utd",3,2
"2664",2017-10-22,"Seattle","Colorado Rapids",3,0
"2665",2017-10-22,"Real Salt Lake","Sporting KC",2,1
"2666",2017-10-22,"Atlanta Utd","Toronto FC",2,2
"2667",2017-10-22,"FC Dallas","LA Galaxy",5,1
"2668",2017-10-22,"Houston Dynamo","Chicago Fire",3,0
"2669",2017-10-22,"Montreal Impact","New England",2,3
"2670",2017-10-22,"D.C. United","NY Red Bulls",1,2
"2671",2017-10-22,"Philadelphia","Orlando City",6,1
"2672",2017-10-22,"NYCFC","Columbus Crew",2,2
"2673",2017-10-25,"Vancouver","San Jose",5,0
"2674",2017-10-25,"Chicago Fire","NY Red Bulls",0,4
"2675",2017-10-26,"Atlanta Utd","Columbus Crew",0,0
"2676",2017-10-26,"Houston Dynamo","Sporting KC",1,0
"2677",2017-10-29,"Vancouver","Seattle",0,0
"2678",2017-10-30,"NY Red Bulls","Toronto FC",1,2
"2679",2017-10-30,"Houston Dynamo","Portland Timbers",0,0
"2680",2017-10-31,"Columbus Crew","NYCFC",4,1
"2681",2017-11-02,"Seattle","Vancouver",2,0
"2682",2017-11-05,"Toronto FC","NY Red Bulls",0,1
"2683",2017-11-05,"Portland Timbers","Houston Dynamo",1,2
"2684",2017-11-05,"NYCFC","Columbus Crew",2,0
"2685",2017-11-21,"Columbus Crew","Toronto FC",0,0
"2686",2017-11-21,"Houston Dynamo","Seattle",0,2
"2687",2017-11-29,"Toronto FC","Columbus Crew",1,0
"2688",2017-11-30,"Seattle","Houston Dynamo",3,0
"2689",2017-12-09,"Toronto FC","Seattle",2,0
"2690",2018-03-03,"Toronto FC","Columbus Crew",0,2
"2691",2018-03-03,"Houston Dynamo","Atlanta Utd",4,0
"2692",2018-03-03,"FC Dallas","Real Salt Lake",1,1
"2693",2018-03-03,"Philadelphia","New England",2,0
"2694",2018-03-03,"San Jose","Minnesota Utd",3,2
"2695",2018-03-03,"Orlando City","D.C. United",1,1
"2696",2018-03-04,"Seattle","Los Angeles FC",0,1
"2697",2018-03-04,"Vancouver","Montreal Impact",2,1
"2698",2018-03-04,"Sporting KC","NYCFC",0,2
"2699",2018-03-04,"LA Galaxy","Portland Timbers",2,1
"2700",2018-03-10,"Columbus Crew","Montreal Impact",3,2
"2701",2018-03-10,"New England","Colorado Rapids",2,1
"2702",2018-03-10,"Real Salt Lake","Los Angeles FC",1,5
"2703",2018-03-10,"Chicago Fire","Sporting KC",3,4
"2704",2018-03-10,"Houston Dynamo","Vancouver",1,2
"2705",2018-03-10,"NY Red Bulls","Portland Timbers",4,0
"2706",2018-03-10,"Orlando City","Minnesota Utd",1,2
"2707",2018-03-11,"Atlanta Utd","D.C. United",3,1
"2708",2018-03-11,"NYCFC","LA Galaxy",2,1
"2709",2018-03-17,"Minnesota Utd","Chicago Fire",2,1
"2710",2018-03-17,"D.C. United","Houston Dynamo",2,2
"2711",2018-03-17,"Philadelphia","Columbus Crew",0,0
"2712",2018-03-17,"Montreal Impact","Toronto FC",1,0
"2713",2018-03-17,"NYCFC","Orlando City",2,0
"2714",2018-03-17,"Real Salt Lake","NY Red Bulls",1,0
"2715",2018-03-17,"Atlanta Utd","Vancouver",4,1
"2716",2018-03-17,"Sporting KC","San Jose",3,2
"2717",2018-03-18,"FC Dallas","Seattle",3,0
"2718",2018-03-24,"New England","NYCFC",2,2
"2719",2018-03-24,"FC Dallas","Portland Timbers",1,1
"2720",2018-03-24,"Columbus Crew","D.C. United",3,1
"2721",2018-03-24,"NY Red Bulls","Minnesota Utd",3,0
"2722",2018-03-24,"Vancouver","LA Galaxy",0,0
"2723",2018-03-24,"Colorado Rapids","Sporting KC",2,2
"2724",2018-03-30,"Toronto FC","Real Salt Lake",3,1
"2725",2018-03-31,"LA Galaxy","Los Angeles FC",4,3
"2726",2018-03-31,"Orlando City","NY Red Bulls",4,3
"2727",2018-03-31,"Columbus Crew","Vancouver",1,2
"2728",2018-03-31,"Chicago Fire","Portland Timbers",2,2
"2729",2018-03-31,"San Jose","NYCFC",1,2
"2730",2018-03-31,"Colorado Rapids","Philadelphia",3,0
"2731",2018-03-31,"Minnesota Utd","Atlanta Utd",0,1
"2732",2018-03-31,"Seattle","Montreal Impact",0,1
"2733",2018-03-31,"Houston Dynamo","New England",0,2
"2734",2018-03-31,"Sporting KC","D.C. United",1,0
"2735",2018-04-06,"New England","Montreal Impact",4,0
"2736",2018-04-07,"Atlanta Utd","Los Angeles FC",5,0
"2737",2018-04-07,"Philadelphia","San Jose",1,1
"2738",2018-04-07,"FC Dallas","Colorado Rapids",1,1
"2739",2018-04-07,"Real Salt Lake","Vancouver",2,1
"2740",2018-04-07,"Chicago Fire","Columbus Crew",1,0
"2741",2018-04-08,"Orlando City","Portland Timbers",3,2
"2742",2018-04-08,"LA Galaxy","Sporting KC",0,2
